station,valid,tmpf,dwpf
RFD,2015-01-20 19:18,33.98,32.00
RFD,2015-01-20 19:54,33.98,30.92
RFD,2015-01-20 20:54,33.98,30.92
RFD,2015-01-20 21:54,33.08,30.02
RFD,2015-01-20 22:54,33.08,30.02
RFD,2015-01-20 23:54,33.08,28.94
RFD,2015-01-21 00:54,32.00,28.94
RFD,2015-01-21 01:54,32.00,28.94
RFD,2015-01-21 02:53,30.92,28.04
RFD,2015-01-21 03:03,30.92,28.04
RFD,2015-01-21 03:16,30.92,28.04
RFD,2015-01-21 03:35,30.92,28.04
RFD,2015-01-21 03:54,30.02,26.96
RFD,2015-01-21 04:27,30.02,26.96
RFD,2015-01-21 04:54,30.02,26.96
RFD,2015-01-21 05:54,30.02,26.96
RFD,2015-01-21 06:16,30.02,26.96
RFD,2015-01-21 06:54,30.02,26.96
RFD,2015-01-21 07:54,30.02,26.96
RFD,2015-01-21 09:13,30.02,26.96
RFD,2015-01-21 09:54,30.02,26.96
RFD,2015-01-21 10:17,30.02,26.96
RFD,2015-01-21 10:28,30.02,26.96
RFD,2015-01-21 10:54,30.02,26.96
RFD,2015-01-21 11:54,30.02,26.06
RFD,2015-01-21 12:16,30.02,26.06
RFD,2015-01-21 12:54,30.02,26.06
RFD,2015-01-21 13:54,30.02,26.06
RFD,2015-01-21 14:30,30.02,26.06
RFD,2015-01-21 14:50,30.20,26.60
RFD,2015-01-21 14:54,30.92,26.96
RFD,2015-01-21 15:10,30.02,26.96
RFD,2015-01-21 15:26,30.02,26.06
RFD,2015-01-21 15:54,30.02,26.96
RFD,2015-01-21 16:10,30.92,26.96
RFD,2015-01-21 16:37,30.92,26.96
RFD,2015-01-21 16:54,30.92,26.96
RFD,2015-01-21 17:05,30.92,26.96
RFD,2015-01-21 17:54,30.92,26.96
RFD,2015-01-21 18:54,32.00,26.06
RFD,2015-01-21 19:54,33.08,26.06
RFD,2015-01-21 20:07,33.08,26.06
RFD,2015-01-21 20:26,33.08,26.06
RFD,2015-01-21 20:54,33.08,26.06
RFD,2015-01-21 21:54,32.00,26.06
RFD,2015-01-21 22:54,30.92,24.98
RFD,2015-01-21 23:54,30.92,24.08
RFD,2015-01-22 00:54,30.02,24.08
RFD,2015-01-22 01:54,30.02,24.08
RFD,2015-01-22 02:54,30.02,24.08
RFD,2015-01-22 03:54,30.02,24.08
RFD,2015-01-22 04:54,30.02,24.08
RFD,2015-01-22 05:54,28.94,24.08
RFD,2015-01-22 06:54,28.94,24.08
RFD,2015-01-22 07:22,28.94,24.08
RFD,2015-01-22 07:50,28.40,24.80
RFD,2015-01-22 07:54,28.94,24.98
RFD,2015-01-22 08:54,28.94,24.08
RFD,2015-01-22 09:54,28.94,24.08
RFD,2015-01-22 10:54,28.94,24.98
RFD,2015-01-22 11:13,30.02,24.98
RFD,2015-01-22 11:54,30.02,26.06
RFD,2015-01-22 12:54,30.02,26.06
RFD,2015-01-22 13:54,30.02,26.06
RFD,2015-01-22 14:54,30.92,26.06
RFD,2015-01-22 15:54,32.00,24.98
RFD,2015-01-22 16:54,32.00,24.98
RFD,2015-01-22 17:54,32.00,24.08
RFD,2015-01-22 18:54,32.00,24.98
RFD,2015-01-22 19:54,30.92,24.98
RFD,2015-01-22 20:08,30.92,24.98
RFD,2015-01-22 20:39,30.92,24.08
RFD,2015-01-22 20:54,30.92,24.08
RFD,2015-01-22 21:54,30.92,23.00
RFD,2015-01-22 22:54,30.02,23.00
RFD,2015-01-22 23:54,30.02,24.08
RFD,2015-01-23 00:06,30.02,23.00
RFD,2015-01-23 00:54,30.02,23.00
RFD,2015-01-23 01:54,28.94,23.00
RFD,2015-01-23 02:54,28.94,23.00
RFD,2015-01-23 03:54,28.94,23.00
RFD,2015-01-23 04:54,28.94,21.92
RFD,2015-01-23 05:54,28.04,23.00
RFD,2015-01-23 06:54,28.04,21.92
RFD,2015-01-23 07:54,28.04,21.92
RFD,2015-01-23 08:54,28.04,21.92
RFD,2015-01-23 09:54,28.04,21.92
RFD,2015-01-23 10:54,28.04,21.92
RFD,2015-01-23 11:54,26.96,21.92
RFD,2015-01-23 12:54,26.96,21.92
RFD,2015-01-23 13:54,26.96,21.02
RFD,2015-01-23 14:54,26.96,21.02
RFD,2015-01-23 15:54,28.04,21.92
RFD,2015-01-23 16:54,28.94,21.92
RFD,2015-01-23 17:54,28.94,21.92
RFD,2015-01-23 18:54,28.94,21.92
RFD,2015-01-23 19:54,28.94,23.00
RFD,2015-01-23 20:54,30.02,23.00
RFD,2015-01-23 21:34,30.02,23.00
RFD,2015-01-23 21:54,30.02,23.00
RFD,2015-01-23 22:54,30.02,24.08
RFD,2015-01-23 23:54,30.02,24.08
RFD,2015-01-24 00:54,30.02,24.98
RFD,2015-01-24 01:54,30.02,24.98
RFD,2015-01-24 02:54,30.92,24.98
RFD,2015-01-24 03:54,30.92,24.98
RFD,2015-01-24 04:54,30.02,24.08
RFD,2015-01-24 05:54,28.94,24.08
RFD,2015-01-24 06:54,28.04,23.00
RFD,2015-01-24 07:54,26.96,23.00
RFD,2015-01-24 08:54,28.94,24.08
RFD,2015-01-24 09:26,28.94,24.98
RFD,2015-01-24 09:54,28.94,24.98
RFD,2015-01-24 10:54,30.92,26.06
RFD,2015-01-24 11:45,32.00,26.96
RFD,2015-01-24 11:54,32.00,26.96
RFD,2015-01-24 12:39,30.92,26.06
RFD,2015-01-24 12:54,30.02,26.06
RFD,2015-01-24 13:54,30.92,26.96
RFD,2015-01-24 14:01,30.92,26.96
RFD,2015-01-24 14:13,30.92,26.96
RFD,2015-01-24 14:54,32.00,26.96
RFD,2015-01-24 15:54,35.06,28.04
RFD,2015-01-24 16:26,35.06,28.94
RFD,2015-01-24 16:54,37.04,28.94
RFD,2015-01-24 17:34,37.94,30.02
RFD,2015-01-24 17:54,37.94,30.02
RFD,2015-01-24 18:48,37.40,30.20
RFD,2015-01-24 18:54,37.04,30.02
RFD,2015-01-24 19:01,35.96,30.02
RFD,2015-01-24 19:31,33.98,28.94
RFD,2015-01-24 19:54,35.06,30.02
RFD,2015-01-24 20:27,35.06,28.94
RFD,2015-01-24 20:54,35.06,28.94
RFD,2015-01-24 21:54,35.96,30.02
RFD,2015-01-24 22:04,35.96,30.02
RFD,2015-01-24 22:54,33.98,28.94
RFD,2015-01-24 23:54,32.00,28.94
RFD,2015-01-25 00:54,30.02,26.96
RFD,2015-01-25 01:54,30.02,26.96
RFD,2015-01-25 02:54,30.92,28.04
RFD,2015-01-25 03:54,30.92,28.04
RFD,2015-01-25 04:54,32.00,28.94
RFD,2015-01-25 05:54,33.08,28.94
RFD,2015-01-25 06:54,33.08,28.94
RFD,2015-01-25 07:54,33.08,28.94
RFD,2015-01-25 08:54,33.98,28.94
RFD,2015-01-25 09:31,33.98,30.02
RFD,2015-01-25 09:38,33.98,30.02
RFD,2015-01-25 09:54,33.08,28.94
RFD,2015-01-25 10:54,32.00,28.04
RFD,2015-01-25 11:47,30.92,26.06
RFD,2015-01-25 11:54,30.92,24.98
RFD,2015-01-25 12:28,30.92,24.98
RFD,2015-01-25 12:54,30.02,24.98
RFD,2015-01-25 13:31,30.02,24.98
RFD,2015-01-25 13:39,28.94,24.98
RFD,2015-01-25 13:54,28.94,24.98
RFD,2015-01-25 14:08,28.94,24.08
RFD,2015-01-25 14:21,28.94,24.08
RFD,2015-01-25 14:29,28.94,24.08
RFD,2015-01-25 14:32,28.94,24.08
RFD,2015-01-25 14:44,28.04,23.00
RFD,2015-01-25 14:54,28.04,23.00
RFD,2015-01-25 15:54,28.04,21.92
RFD,2015-01-25 16:54,28.04,21.02
RFD,2015-01-25 17:54,26.96,19.04
RFD,2015-01-25 18:03,28.04,19.04
RFD,2015-01-25 18:54,28.94,17.96
RFD,2015-01-25 19:54,28.04,15.98
RFD,2015-01-25 20:54,26.96,14.00
RFD,2015-01-25 21:54,26.06,12.92
RFD,2015-01-25 22:54,26.06,12.92
RFD,2015-01-25 23:54,24.08,12.02
RFD,2015-01-26 00:54,21.92,10.94
RFD,2015-01-26 01:54,21.02,10.04
RFD,2015-01-26 02:54,19.04,10.04
RFD,2015-01-26 03:54,19.04,10.04
RFD,2015-01-26 04:54,17.06,10.04
RFD,2015-01-26 05:54,15.98,10.04
RFD,2015-01-26 06:54,15.98,10.04
RFD,2015-01-26 07:54,15.08,8.96
RFD,2015-01-26 08:54,14.00,8.96
RFD,2015-01-26 09:54,12.92,8.06
RFD,2015-01-26 10:54,14.00,8.96
RFD,2015-01-26 11:54,15.98,10.04
RFD,2015-01-26 12:54,15.08,10.04
RFD,2015-01-26 13:54,15.08,10.94
RFD,2015-01-26 14:54,17.06,12.02
RFD,2015-01-26 15:54,19.94,14.00
RFD,2015-01-26 16:24,21.02,15.08
RFD,2015-01-26 16:33,21.92,15.98
RFD,2015-01-26 16:41,21.92,15.98
RFD,2015-01-26 16:54,21.92,15.98
RFD,2015-01-26 17:13,23.00,17.96
RFD,2015-01-26 17:20,23.00,17.96
RFD,2015-01-26 17:28,23.00,17.96
RFD,2015-01-26 17:44,23.00,17.96
RFD,2015-01-26 17:54,23.00,17.96
RFD,2015-01-26 18:54,23.00,17.96
RFD,2015-01-26 19:54,23.00,17.96
RFD,2015-01-26 20:06,23.00,17.96
RFD,2015-01-26 20:17,24.08,19.04
RFD,2015-01-26 20:54,24.08,19.94
RFD,2015-01-26 21:47,24.08,19.94
RFD,2015-01-26 21:54,24.08,21.02
RFD,2015-01-26 22:19,24.08,21.02
RFD,2015-01-26 22:54,24.08,21.92
RFD,2015-01-26 23:34,24.98,21.92
RFD,2015-01-26 23:54,24.98,21.92
RFD,2015-01-27 00:54,24.98,23.00
RFD,2015-01-27 01:54,26.06,23.00
RFD,2015-01-27 02:54,26.06,24.08
RFD,2015-01-27 03:29,26.06,24.08
RFD,2015-01-27 03:54,26.06,24.08
RFD,2015-01-27 04:01,26.06,24.08
RFD,2015-01-27 04:18,26.96,24.08
RFD,2015-01-27 04:30,26.96,24.98
RFD,2015-01-27 04:46,26.96,24.08
RFD,2015-01-27 04:54,26.96,24.08
RFD,2015-01-27 05:17,26.96,24.08
RFD,2015-01-27 05:25,26.96,23.00
RFD,2015-01-27 05:54,26.96,24.08
RFD,2015-01-27 06:07,26.96,24.08
RFD,2015-01-27 06:29,26.96,24.08
RFD,2015-01-27 06:38,26.96,24.08
RFD,2015-01-27 06:54,26.96,24.08
RFD,2015-01-27 07:12,24.98,23.00
RFD,2015-01-27 07:17,24.98,21.92
RFD,2015-01-27 07:54,26.06,24.08
RFD,2015-01-27 08:54,26.96,24.08
RFD,2015-01-27 09:54,26.96,24.08
RFD,2015-01-27 10:43,26.96,23.00
RFD,2015-01-27 10:54,26.96,23.00
RFD,2015-01-27 11:54,26.96,23.00
RFD,2015-01-27 12:21,26.06,21.92
RFD,2015-01-27 12:54,26.06,21.92
RFD,2015-01-27 13:01,26.06,21.92
RFD,2015-01-27 13:54,26.06,21.92
RFD,2015-01-27 14:54,26.96,23.00
RFD,2015-01-27 15:01,26.96,23.00
RFD,2015-01-27 15:54,28.04,24.08
RFD,2015-01-27 16:52,28.40,24.80
RFD,2015-01-27 16:54,28.94,24.08
RFD,2015-01-27 17:54,30.02,24.08
RFD,2015-01-27 18:14,30.02,23.00
RFD,2015-01-27 18:54,30.02,23.00
RFD,2015-01-27 19:54,30.92,23.00
RFD,2015-01-27 20:54,30.92,21.92
RFD,2015-01-27 21:54,30.92,21.92
RFD,2015-01-27 22:54,30.02,21.92
RFD,2015-01-27 23:54,28.94,24.08
RFD,2015-01-28 00:54,30.02,23.00
RFD,2015-01-28 01:07,28.04,21.92
RFD,2015-01-28 01:54,24.98,19.94
RFD,2015-01-28 02:54,21.92,17.96
RFD,2015-01-28 03:46,24.08,19.04
RFD,2015-01-28 03:54,24.08,19.04
RFD,2015-01-28 04:35,24.08,17.96
RFD,2015-01-28 04:54,24.08,17.96
RFD,2015-01-28 05:54,23.00,17.06
RFD,2015-01-28 06:54,21.92,15.98
RFD,2015-01-28 07:54,23.00,17.06
RFD,2015-01-28 08:54,23.00,17.06
RFD,2015-01-28 09:54,21.02,15.98
RFD,2015-01-28 10:52,21.20,17.60
RFD,2015-01-28 10:54,21.92,17.06
RFD,2015-01-28 11:54,21.92,17.96
RFD,2015-01-28 12:54,21.92,15.98
RFD,2015-01-28 13:11,21.92,15.98
RFD,2015-01-28 13:54,21.92,15.98
RFD,2015-01-28 14:54,24.98,17.06
RFD,2015-01-28 15:54,26.96,19.04
RFD,2015-01-28 16:54,30.02,19.94
RFD,2015-01-28 17:54,30.92,19.94
RFD,2015-01-28 18:54,32.00,21.92
RFD,2015-01-28 19:54,32.00,21.92
RFD,2015-01-28 20:54,33.08,23.00
RFD,2015-01-28 21:54,33.08,24.08
RFD,2015-01-28 22:54,33.08,24.08
RFD,2015-01-28 23:54,32.00,24.08
RFD,2015-01-29 00:54,32.00,24.08
RFD,2015-01-29 01:54,32.00,24.08
RFD,2015-01-29 02:54,32.00,24.08
RFD,2015-01-29 03:54,33.08,24.98
RFD,2015-01-29 04:54,33.98,26.06
RFD,2015-01-29 05:54,33.98,26.96
RFD,2015-01-29 06:54,35.06,28.04
RFD,2015-01-29 07:54,33.98,26.96
RFD,2015-01-29 08:54,30.92,26.06
RFD,2015-01-29 09:54,30.92,26.96
RFD,2015-01-29 10:10,32.00,28.04
RFD,2015-01-29 10:54,33.08,28.04
RFD,2015-01-29 11:54,33.08,26.96
RFD,2015-01-29 12:54,33.08,26.96
RFD,2015-01-29 13:19,33.08,26.96
RFD,2015-01-29 13:54,33.08,28.04
RFD,2015-01-29 14:10,33.08,26.96
RFD,2015-01-29 14:54,33.98,26.96
RFD,2015-01-29 15:54,33.98,26.06
RFD,2015-01-29 16:54,33.98,26.06
RFD,2015-01-29 17:54,33.98,26.06
RFD,2015-01-29 18:54,33.98,26.06
RFD,2015-01-29 19:54,35.06,26.96
RFD,2015-01-29 20:54,35.96,24.98
RFD,2015-01-29 21:10,35.96,24.98
RFD,2015-01-29 21:54,35.96,24.98
RFD,2015-01-29 22:54,35.06,24.98
RFD,2015-01-29 23:54,35.06,23.00
RFD,2015-01-30 00:54,33.98,21.02
RFD,2015-01-30 01:54,33.98,21.92
RFD,2015-01-30 02:54,33.08,19.04
RFD,2015-01-30 03:54,32.00,17.96
RFD,2015-01-30 04:54,30.02,15.98
RFD,2015-01-30 05:54,28.94,17.06
RFD,2015-01-30 06:54,28.04,14.00
RFD,2015-01-30 07:54,26.96,12.92
RFD,2015-01-30 08:54,24.08,15.98
RFD,2015-01-30 09:54,23.00,12.02
RFD,2015-01-30 10:54,19.94,10.04
RFD,2015-01-30 11:54,19.04,8.06
RFD,2015-01-30 12:54,17.06,8.06
RFD,2015-01-30 13:54,19.04,8.06
RFD,2015-01-30 14:54,19.94,8.06
RFD,2015-01-30 15:54,23.00,8.06
RFD,2015-01-30 16:54,24.98,8.06
RFD,2015-01-30 17:54,24.98,8.06
RFD,2015-01-30 18:54,26.96,10.04
RFD,2015-01-30 19:54,26.96,10.04
RFD,2015-01-30 20:54,28.04,10.04
RFD,2015-01-30 21:54,28.04,10.94
RFD,2015-01-30 22:54,26.06,12.92
RFD,2015-01-30 23:54,24.08,14.00
RFD,2015-01-31 00:54,21.92,12.02
RFD,2015-01-31 01:54,19.04,12.02
RFD,2015-01-31 02:54,19.04,12.02
RFD,2015-01-31 03:54,17.96,12.02
RFD,2015-01-31 04:54,17.96,12.92
RFD,2015-01-31 05:54,19.94,15.08
RFD,2015-01-31 06:54,21.92,15.98
RFD,2015-01-31 07:54,24.08,17.06
RFD,2015-01-31 08:54,21.92,15.98
RFD,2015-01-31 09:54,19.94,15.08
RFD,2015-01-31 10:54,21.02,15.08
RFD,2015-01-31 11:54,21.02,15.08
RFD,2015-01-31 12:54,21.92,15.98
RFD,2015-01-31 13:54,24.98,17.96
RFD,2015-01-31 14:54,28.04,19.94
RFD,2015-01-31 15:54,30.92,21.02
RFD,2015-01-31 16:54,33.98,23.00
RFD,2015-01-31 17:54,33.98,23.00
RFD,2015-01-31 18:54,35.96,24.08
RFD,2015-01-31 19:54,35.96,24.98
RFD,2015-01-31 20:54,35.96,24.98
RFD,2015-01-31 21:52,35.60,26.60
RFD,2015-01-31 21:54,35.96,26.06
RFD,2015-01-31 22:54,35.06,26.06
RFD,2015-01-31 23:06,35.06,26.06
RFD,2015-01-31 23:20,35.06,26.06
RFD,2015-01-31 23:54,33.98,26.06
RFD,2015-02-01 00:54,33.98,24.98
RFD,2015-02-01 01:54,33.08,26.06
RFD,2015-02-01 02:11,32.00,26.96
RFD,2015-02-01 02:54,30.92,28.04
RFD,2015-02-01 03:31,30.92,28.04
RFD,2015-02-01 03:54,30.92,28.04
RFD,2015-02-01 04:54,30.92,28.04
RFD,2015-02-01 05:54,30.92,28.04
RFD,2015-02-01 06:54,30.02,26.96
RFD,2015-02-01 07:04,30.02,26.96
RFD,2015-02-01 07:54,30.02,26.96
RFD,2015-02-01 08:54,30.02,26.96
RFD,2015-02-01 09:38,30.02,26.96
RFD,2015-02-01 09:54,30.02,26.96
RFD,2015-02-01 10:12,30.02,26.96
RFD,2015-02-01 10:25,30.02,26.96
RFD,2015-02-01 10:54,28.94,26.06
RFD,2015-02-01 11:37,28.94,24.98
RFD,2015-02-01 11:54,28.94,24.98
RFD,2015-02-01 12:08,28.94,24.98
RFD,2015-02-01 12:30,28.04,24.98
RFD,2015-02-01 12:54,26.96,24.08
RFD,2015-02-01 13:54,26.96,23.00
RFD,2015-02-01 14:01,26.96,23.00
RFD,2015-02-01 14:18,26.96,23.00
RFD,2015-02-01 14:43,26.06,21.92
RFD,2015-02-01 14:54,26.06,21.92
RFD,2015-02-01 15:18,24.98,21.02
RFD,2015-02-01 15:37,24.98,21.02
RFD,2015-02-01 15:42,24.98,21.02
RFD,2015-02-01 15:54,24.98,21.02
RFD,2015-02-01 16:32,24.98,21.02
RFD,2015-02-01 16:54,24.98,19.94
RFD,2015-02-01 17:19,24.08,19.04
RFD,2015-02-01 17:42,24.08,19.94
RFD,2015-02-01 17:54,24.08,19.94
RFD,2015-02-01 18:54,24.08,19.94
RFD,2015-02-01 19:40,23.00,19.04
RFD,2015-02-01 19:54,23.00,19.04
RFD,2015-02-01 20:45,23.00,19.04
RFD,2015-02-01 20:52,23.00,17.60
RFD,2015-02-01 20:54,23.00,17.96
RFD,2015-02-01 21:54,21.92,17.06
RFD,2015-02-01 22:08,21.92,17.96
RFD,2015-02-01 22:21,21.92,17.06
RFD,2015-02-01 22:54,19.04,14.00
RFD,2015-02-01 23:50,14.00,8.60
RFD,2015-02-01 23:54,14.00,8.96
RFD,2015-02-02 00:54,12.02,6.98
RFD,2015-02-02 01:39,10.94,6.08
RFD,2015-02-02 01:54,10.94,6.08
RFD,2015-02-02 02:34,12.02,6.08
RFD,2015-02-02 02:45,10.94,6.08
RFD,2015-02-02 02:54,10.94,6.08
RFD,2015-02-02 03:13,10.94,5.00
RFD,2015-02-02 03:27,10.94,5.00
RFD,2015-02-02 03:54,10.94,5.00
RFD,2015-02-02 04:05,10.94,5.00
RFD,2015-02-02 04:13,10.94,5.00
RFD,2015-02-02 04:40,10.94,5.00
RFD,2015-02-02 04:54,10.94,3.92
RFD,2015-02-02 05:11,10.94,3.92
RFD,2015-02-02 05:31,10.94,5.00
RFD,2015-02-02 05:54,10.94,5.00
RFD,2015-02-02 06:28,10.94,3.92
RFD,2015-02-02 06:54,10.04,3.02
RFD,2015-02-02 07:54,8.96,1.04
RFD,2015-02-02 08:54,8.96,-0.04
RFD,2015-02-02 09:54,6.98,-0.94
RFD,2015-02-02 10:54,6.08,-2.02
RFD,2015-02-02 11:54,3.92,-2.92
RFD,2015-02-02 12:54,3.02,-4.00
RFD,2015-02-02 13:54,3.02,-4.00
RFD,2015-02-02 14:54,5.00,-2.92
RFD,2015-02-02 15:54,8.06,-2.02
RFD,2015-02-02 16:54,8.96,-0.94
RFD,2015-02-02 17:54,10.94,-0.04
RFD,2015-02-02 18:54,12.02,-0.04
RFD,2015-02-02 19:54,12.02,-0.04
RFD,2015-02-02 20:54,12.02,-0.04
RFD,2015-02-02 21:54,12.02,-0.04
RFD,2015-02-02 22:54,10.94,1.04
RFD,2015-02-02 23:50,8.60,-0.40
RFD,2015-02-02 23:54,8.96,-0.04
RFD,2015-02-03 00:44,8.06,-0.04
RFD,2015-02-03 00:54,8.96,-0.04
RFD,2015-02-03 01:54,8.06,-0.04
RFD,2015-02-03 02:54,6.98,-0.04
RFD,2015-02-03 03:54,6.98,-0.04
RFD,2015-02-03 04:54,3.92,-0.94
RFD,2015-02-03 05:54,3.92,-0.94
RFD,2015-02-03 06:54,1.94,-2.02
RFD,2015-02-03 07:54,1.04,-2.92
RFD,2015-02-03 08:54,3.92,-0.94
RFD,2015-02-03 09:54,6.08,1.04
RFD,2015-02-03 10:27,8.06,3.02
RFD,2015-02-03 10:54,8.06,3.92
RFD,2015-02-03 11:24,8.96,3.92
RFD,2015-02-03 11:54,10.04,5.00
RFD,2015-02-03 12:54,10.04,5.00
RFD,2015-02-03 13:54,12.02,6.98
RFD,2015-02-03 14:54,12.92,8.06
RFD,2015-02-03 15:09,14.00,8.06
RFD,2015-02-03 15:54,15.98,8.96
RFD,2015-02-03 16:54,17.96,10.04
RFD,2015-02-03 17:54,19.04,10.94
RFD,2015-02-03 18:54,19.94,10.94
RFD,2015-02-03 19:54,19.94,12.02
RFD,2015-02-03 20:35,19.04,12.02
RFD,2015-02-03 20:45,19.04,14.00
RFD,2015-02-03 20:52,19.40,14.00
RFD,2015-02-03 20:54,19.04,15.08
RFD,2015-02-03 21:04,19.04,15.08
RFD,2015-02-03 21:12,19.04,15.08
RFD,2015-02-03 21:33,19.04,15.08
RFD,2015-02-03 21:42,19.04,15.08
RFD,2015-02-03 21:47,19.04,15.08
RFD,2015-02-03 21:54,19.04,15.08
RFD,2015-02-03 22:10,19.04,15.08
RFD,2015-02-03 22:17,19.04,15.98
RFD,2015-02-03 22:25,19.04,15.98
RFD,2015-02-03 22:42,19.04,15.98
RFD,2015-02-03 22:54,19.94,15.98
RFD,2015-02-03 23:54,19.94,15.98
RFD,2015-02-04 00:54,19.94,15.98
RFD,2015-02-04 01:06,21.02,15.98
RFD,2015-02-04 01:40,21.02,15.98
RFD,2015-02-04 01:54,21.02,15.98
RFD,2015-02-04 02:54,21.02,17.06
RFD,2015-02-04 03:54,21.92,17.06
RFD,2015-02-04 04:54,21.92,17.96
RFD,2015-02-04 05:54,21.92,17.96
RFD,2015-02-04 06:54,21.92,17.06
RFD,2015-02-04 07:17,21.02,17.06
RFD,2015-02-04 07:54,21.02,15.98
RFD,2015-02-04 08:09,21.02,15.98
RFD,2015-02-04 08:26,19.94,15.98
RFD,2015-02-04 08:54,19.94,15.98
RFD,2015-02-04 09:54,15.98,12.92
RFD,2015-02-04 10:35,17.96,12.92
RFD,2015-02-04 10:54,17.96,12.92
RFD,2015-02-04 11:54,17.96,12.92
RFD,2015-02-04 12:15,17.96,12.92
RFD,2015-02-04 12:54,17.96,12.02
RFD,2015-02-04 13:45,17.96,10.94
RFD,2015-02-04 13:54,17.96,12.02
RFD,2015-02-04 14:54,17.96,12.02
RFD,2015-02-04 15:54,19.04,10.94
RFD,2015-02-04 16:54,19.04,10.04
RFD,2015-02-04 17:54,19.04,10.04
RFD,2015-02-04 18:54,19.04,8.96
RFD,2015-02-04 19:54,19.04,8.06
RFD,2015-02-04 20:54,19.04,6.98
RFD,2015-02-04 21:54,17.96,6.08
RFD,2015-02-04 22:54,17.06,3.92
RFD,2015-02-04 23:54,14.00,3.02
RFD,2015-02-05 00:54,12.02,1.94
RFD,2015-02-05 01:54,10.04,-0.04
RFD,2015-02-05 02:54,10.04,-0.94
RFD,2015-02-05 03:54,8.06,-2.02
RFD,2015-02-05 04:54,6.08,-2.92
RFD,2015-02-05 05:54,6.08,-4.00
RFD,2015-02-05 06:54,5.00,-4.00
RFD,2015-02-05 07:54,1.94,-5.08
RFD,2015-02-05 08:54,1.94,-4.00
RFD,2015-02-05 09:54,-2.92,-7.96
RFD,2015-02-05 10:54,-7.06,-11.92
RFD,2015-02-05 11:54,-5.98,-11.92
RFD,2015-02-05 12:54,-9.94,-14.98
RFD,2015-02-05 13:54,-9.94,-14.08
RFD,2015-02-05 14:54,-5.08,-7.96
RFD,2015-02-05 15:54,-0.94,-5.98
RFD,2015-02-05 16:54,1.94,-4.00
RFD,2015-02-05 17:54,6.08,-2.92
RFD,2015-02-05 18:54,8.96,-0.94
RFD,2015-02-05 19:54,10.94,-0.94
RFD,2015-02-05 20:54,10.94,-0.94
RFD,2015-02-05 21:54,10.04,-0.94
RFD,2015-02-05 22:54,8.96,-0.94
RFD,2015-02-05 23:54,6.98,-0.94
RFD,2015-02-06 00:54,6.98,-0.04
RFD,2015-02-06 01:54,10.04,1.94
RFD,2015-02-06 02:54,10.94,3.02
RFD,2015-02-06 03:54,12.02,3.02
RFD,2015-02-06 04:54,14.00,3.02
RFD,2015-02-06 05:54,15.08,3.02
RFD,2015-02-06 06:54,14.00,3.02
RFD,2015-02-06 07:54,12.92,3.02
RFD,2015-02-06 08:54,12.92,3.02
RFD,2015-02-06 09:54,12.92,3.92
RFD,2015-02-06 10:54,15.08,6.08
RFD,2015-02-06 11:54,15.08,6.08
RFD,2015-02-06 12:54,15.08,6.98
RFD,2015-02-06 13:54,15.08,8.06
RFD,2015-02-06 14:54,17.06,8.06
RFD,2015-02-06 15:54,19.04,10.04
RFD,2015-02-06 16:54,21.92,12.02
RFD,2015-02-06 17:54,23.00,12.92
RFD,2015-02-06 18:54,24.98,15.08
RFD,2015-02-06 19:54,26.06,15.98
RFD,2015-02-06 20:54,26.96,17.06
RFD,2015-02-06 21:54,26.96,17.06
RFD,2015-02-06 22:54,26.06,17.06
RFD,2015-02-06 23:54,24.08,17.06
RFD,2015-02-07 00:54,21.92,15.98
RFD,2015-02-07 01:54,21.92,17.06
RFD,2015-02-07 02:54,21.02,15.98
RFD,2015-02-07 03:54,19.04,15.08
RFD,2015-02-07 04:54,17.96,14.00
RFD,2015-02-07 05:54,15.98,12.92
RFD,2015-02-07 06:54,21.02,17.06
RFD,2015-02-07 07:54,17.96,14.00
RFD,2015-02-07 08:54,19.04,15.98
RFD,2015-02-07 09:54,17.06,12.92
RFD,2015-02-07 10:54,17.96,15.08
RFD,2015-02-07 11:54,17.96,14.00
RFD,2015-02-07 12:54,19.04,15.08
RFD,2015-02-07 13:54,17.06,15.08
RFD,2015-02-07 14:54,24.08,21.92
RFD,2015-02-07 15:54,30.92,26.06
RFD,2015-02-07 16:54,33.98,28.94
RFD,2015-02-07 17:54,35.96,30.02
RFD,2015-02-07 18:54,37.04,30.02
RFD,2015-02-07 19:54,37.94,30.92
RFD,2015-02-07 20:54,37.94,30.92
RFD,2015-02-07 21:54,37.94,32.00
RFD,2015-02-07 22:54,35.96,30.92
RFD,2015-02-07 23:54,37.04,32.00
RFD,2015-02-08 00:54,35.96,32.00
RFD,2015-02-08 01:54,37.04,32.00
RFD,2015-02-08 02:54,33.98,30.92
RFD,2015-02-08 03:54,32.00,28.94
RFD,2015-02-08 04:54,32.00,28.94
RFD,2015-02-08 05:22,30.02,28.04
RFD,2015-02-08 05:33,30.02,28.04
RFD,2015-02-08 05:54,30.02,28.04
RFD,2015-02-08 06:54,30.02,28.04
RFD,2015-02-08 07:01,30.02,28.04
RFD,2015-02-08 07:54,30.02,28.04
RFD,2015-02-08 08:32,30.02,28.04
RFD,2015-02-08 08:54,30.02,26.96
RFD,2015-02-08 09:54,28.94,26.06
RFD,2015-02-08 10:54,32.00,28.94
RFD,2015-02-08 11:29,30.92,28.94
RFD,2015-02-08 11:54,30.92,28.94
