station,valid,tmpf,dwpf
RFD,2014-01-01 00:13,8.60,3.20
RFD,2014-01-01 00:54,8.06,5.00
RFD,2014-01-01 01:28,8.60,5.00
RFD,2014-01-01 01:38,8.60,5.00
RFD,2014-01-01 01:52,8.60,3.20
RFD,2014-01-01 01:53,8.96,5.00
RFD,2014-01-01 02:54,8.96,5.00
RFD,2014-01-01 03:54,8.06,3.02
RFD,2014-01-01 04:03,8.60,3.20
RFD,2014-01-01 04:54,8.06,3.02
RFD,2014-01-01 05:15,8.60,1.40
RFD,2014-01-01 05:54,8.06,3.02
RFD,2014-01-01 06:17,8.60,3.20
RFD,2014-01-01 06:54,8.06,1.94
RFD,2014-01-01 07:42,8.60,1.40
RFD,2014-01-01 07:54,8.06,1.94
RFD,2014-01-01 08:18,8.60,1.40
RFD,2014-01-01 08:54,8.06,1.94
RFD,2014-01-01 09:54,8.06,3.02
RFD,2014-01-01 10:41,8.60,3.20
RFD,2014-01-01 10:54,8.06,3.92
RFD,2014-01-01 11:49,6.80,3.20
RFD,2014-01-01 11:54,6.98,3.92
RFD,2014-01-01 12:16,6.80,3.20
RFD,2014-01-01 12:36,6.80,3.20
RFD,2014-01-01 12:54,6.98,3.02
RFD,2014-01-01 13:13,6.80,3.20
RFD,2014-01-01 13:25,8.60,3.20
RFD,2014-01-01 13:54,6.98,3.02
RFD,2014-01-01 14:12,6.80,3.20
RFD,2014-01-01 14:54,6.98,3.02
RFD,2014-01-01 15:54,8.96,5.00
RFD,2014-01-01 16:54,12.02,6.98
RFD,2014-01-01 17:18,12.20,8.60
RFD,2014-01-01 17:39,12.20,8.60
RFD,2014-01-01 17:54,14.00,8.96
RFD,2014-01-01 18:17,12.20,8.60
RFD,2014-01-01 18:37,14.00,10.40
RFD,2014-01-01 18:54,12.92,8.96
RFD,2014-01-01 19:54,14.00,10.04
RFD,2014-01-01 20:11,14.00,10.40
RFD,2014-01-01 20:47,15.80,10.40
RFD,2014-01-01 20:54,15.08,10.94
RFD,2014-01-01 21:54,15.08,12.02
RFD,2014-01-01 22:27,14.00,10.40
RFD,2014-01-01 22:36,14.00,10.40
RFD,2014-01-01 22:54,14.00,8.96
RFD,2014-01-01 23:54,12.02,8.06
RFD,2014-01-02 00:54,10.94,6.08
RFD,2014-01-02 01:54,10.04,3.92
RFD,2014-01-02 02:54,10.04,3.92
RFD,2014-01-02 03:39,10.40,3.20
RFD,2014-01-02 03:54,10.04,3.92
RFD,2014-01-02 04:54,10.04,3.92
RFD,2014-01-02 05:54,10.04,3.02
RFD,2014-01-02 06:54,10.04,3.02
RFD,2014-01-02 07:54,10.04,3.02
RFD,2014-01-02 08:54,10.04,3.02
RFD,2014-01-02 09:54,10.04,3.92
RFD,2014-01-02 10:54,10.04,3.02
RFD,2014-01-02 11:22,10.40,3.20
RFD,2014-01-02 11:54,10.04,3.02
RFD,2014-01-02 12:54,10.04,3.02
RFD,2014-01-02 13:54,8.96,3.92
RFD,2014-01-02 14:54,8.96,3.92
RFD,2014-01-02 15:54,10.04,3.92
RFD,2014-01-02 16:54,10.94,3.92
RFD,2014-01-02 17:54,10.94,3.92
RFD,2014-01-02 18:54,10.94,3.02
RFD,2014-01-02 19:54,12.02,3.02
RFD,2014-01-02 20:54,12.02,1.94
RFD,2014-01-02 21:54,10.04,-0.04
RFD,2014-01-02 22:54,8.96,-0.94
RFD,2014-01-02 23:54,8.06,-2.02
RFD,2014-01-03 00:54,5.00,-2.92
RFD,2014-01-03 01:54,1.04,-4.00
RFD,2014-01-03 02:54,-0.94,-5.98
RFD,2014-01-03 03:54,-2.02,-7.96
RFD,2014-01-03 04:54,-5.08,-9.04
RFD,2014-01-03 05:54,-9.04,-14.08
RFD,2014-01-03 06:54,-9.94,-14.08
RFD,2014-01-03 07:54,-11.02,-14.98
RFD,2014-01-03 08:54,-14.08,-18.94
RFD,2014-01-03 09:54,-14.98,-18.94
RFD,2014-01-03 10:54,-11.92,-16.96
RFD,2014-01-03 11:54,-16.06,-20.92
RFD,2014-01-03 12:54,-16.96,-22.00
RFD,2014-01-03 13:54,-16.96,-22.00
RFD,2014-01-03 14:54,-9.94,-13.00
RFD,2014-01-03 15:54,1.04,-5.08
RFD,2014-01-03 16:54,6.98,-0.04
RFD,2014-01-03 17:54,8.96,1.04
RFD,2014-01-03 18:54,10.94,3.92
RFD,2014-01-03 19:54,12.92,6.08
RFD,2014-01-03 20:54,15.08,8.06
RFD,2014-01-03 21:54,15.08,8.06
RFD,2014-01-03 22:54,15.08,8.06
RFD,2014-01-03 23:54,15.08,8.96
RFD,2014-01-04 00:54,15.08,10.04
RFD,2014-01-04 01:54,15.08,10.04
RFD,2014-01-04 02:54,17.06,10.94
RFD,2014-01-04 03:54,17.06,10.94
RFD,2014-01-04 04:54,19.04,12.02
RFD,2014-01-04 05:54,19.04,12.02
RFD,2014-01-04 06:54,19.04,12.92
RFD,2014-01-04 07:54,19.04,12.92
RFD,2014-01-04 08:54,19.94,14.00
RFD,2014-01-04 09:54,19.94,14.00
RFD,2014-01-04 10:54,21.92,15.08
RFD,2014-01-04 11:54,24.08,15.98
RFD,2014-01-04 12:54,24.98,15.98
RFD,2014-01-04 13:54,26.96,17.06
RFD,2014-01-04 14:54,26.96,19.04
RFD,2014-01-04 15:02,26.60,19.40
RFD,2014-01-04 15:05,26.60,19.40
RFD,2014-01-04 15:19,26.60,21.20
RFD,2014-01-04 15:40,26.60,23.00
RFD,2014-01-04 15:54,26.06,23.00
RFD,2014-01-04 16:19,26.60,24.80
RFD,2014-01-04 16:26,28.40,24.80
RFD,2014-01-04 16:45,26.60,24.80
RFD,2014-01-04 16:54,28.04,24.08
RFD,2014-01-04 17:28,26.60,24.80
RFD,2014-01-04 17:54,26.96,24.08
RFD,2014-01-04 18:28,26.60,24.80
RFD,2014-01-04 18:54,28.04,24.98
RFD,2014-01-04 19:43,28.40,24.80
RFD,2014-01-04 19:54,28.04,24.98
RFD,2014-01-04 20:12,28.40,24.80
RFD,2014-01-04 20:23,28.40,24.80
RFD,2014-01-04 20:46,28.40,24.80
RFD,2014-01-04 20:54,28.04,24.98
RFD,2014-01-04 21:07,28.40,24.80
RFD,2014-01-04 21:54,28.04,26.96
RFD,2014-01-04 22:03,28.40,26.60
RFD,2014-01-04 22:12,28.40,26.60
RFD,2014-01-04 22:54,28.94,26.96
RFD,2014-01-04 23:25,28.40,28.40
RFD,2014-01-04 23:36,28.40,26.60
RFD,2014-01-04 23:54,28.04,26.96
RFD,2014-01-05 00:18,28.40,26.60
RFD,2014-01-05 00:28,28.40,26.60
RFD,2014-01-05 00:54,28.94,26.06
RFD,2014-01-05 01:54,28.94,26.06
RFD,2014-01-05 02:39,28.40,26.60
RFD,2014-01-05 02:54,28.94,26.06
RFD,2014-01-05 03:37,26.60,21.20
RFD,2014-01-05 03:54,26.06,19.94
RFD,2014-01-05 04:54,23.00,14.00
RFD,2014-01-05 05:54,19.94,12.02
RFD,2014-01-05 06:38,19.40,10.40
RFD,2014-01-05 06:54,17.96,12.02
RFD,2014-01-05 07:13,17.60,10.40
RFD,2014-01-05 07:54,17.96,10.04
RFD,2014-01-05 08:10,17.60,8.60
RFD,2014-01-05 08:40,17.60,8.60
RFD,2014-01-05 08:54,17.06,8.06
RFD,2014-01-05 09:01,17.60,8.60
RFD,2014-01-05 09:54,15.98,6.98
RFD,2014-01-05 10:29,15.80,6.80
RFD,2014-01-05 10:54,15.08,6.08
RFD,2014-01-05 11:36,15.80,6.80
RFD,2014-01-05 11:54,15.08,6.08
RFD,2014-01-05 12:54,12.92,3.92
RFD,2014-01-05 13:54,12.92,3.02
RFD,2014-01-05 14:54,12.02,3.02
RFD,2014-01-05 15:54,10.94,1.04
RFD,2014-01-05 16:54,10.04,1.04
RFD,2014-01-05 17:54,10.04,-2.02
RFD,2014-01-05 18:54,8.96,-2.02
RFD,2014-01-05 19:54,8.06,-5.08
RFD,2014-01-05 20:54,6.98,-5.98
RFD,2014-01-05 21:54,6.08,-7.06
RFD,2014-01-05 22:54,3.92,-9.04
RFD,2014-01-05 23:54,3.02,-9.94
RFD,2014-01-06 00:54,1.94,-11.02
RFD,2014-01-06 01:54,1.04,-11.92
RFD,2014-01-06 02:54,-2.02,-13.00
RFD,2014-01-06 03:54,-2.92,-13.00
RFD,2014-01-06 04:54,-5.08,-14.98
RFD,2014-01-06 05:54,-7.06,-16.06
RFD,2014-01-06 06:54,-9.04,-18.04
RFD,2014-01-06 07:54,-11.92,-18.94
RFD,2014-01-06 08:54,-13.00,-20.92
RFD,2014-01-06 09:54,-14.08,-22.00
RFD,2014-01-06 10:54,-16.06,-23.98
RFD,2014-01-06 11:54,-16.96,-25.06
RFD,2014-01-06 12:54,-18.04,-27.04
RFD,2014-01-06 13:54,-18.04,-27.04
RFD,2014-01-06 14:54,-18.04,-27.94
RFD,2014-01-06 15:54,-16.96,-27.04
RFD,2014-01-06 16:54,-16.06,-25.96
RFD,2014-01-06 17:54,-14.98,-25.06
RFD,2014-01-06 18:54,-14.08,-23.98
RFD,2014-01-06 19:54,-11.92,-23.98
RFD,2014-01-06 20:54,-11.02,-22.00
RFD,2014-01-06 21:54,-11.92,-23.08
RFD,2014-01-06 22:54,-11.92,-23.08
RFD,2014-01-06 23:54,-11.92,-22.00
RFD,2014-01-07 00:54,-11.92,-22.00
RFD,2014-01-07 01:54,-11.92,-22.00
RFD,2014-01-07 02:54,-11.92,-20.92
RFD,2014-01-07 03:54,-13.00,-20.92
RFD,2014-01-07 04:54,-13.00,-20.92
RFD,2014-01-07 05:54,-13.00,-20.92
RFD,2014-01-07 06:54,-13.00,-20.92
RFD,2014-01-07 07:54,-13.00,-20.92
RFD,2014-01-07 08:54,-13.00,-20.92
RFD,2014-01-07 09:54,-13.00,-20.02
RFD,2014-01-07 10:54,-13.00,-20.02
RFD,2014-01-07 11:54,-13.00,-20.02
RFD,2014-01-07 12:54,-11.92,-20.02
RFD,2014-01-07 13:54,-11.02,-18.04
RFD,2014-01-07 14:54,-9.04,-16.96
RFD,2014-01-07 15:54,-5.98,-14.98
RFD,2014-01-07 16:54,-5.08,-14.08
RFD,2014-01-07 17:54,-2.02,-11.92
RFD,2014-01-07 18:54,1.04,-11.02
RFD,2014-01-07 19:54,1.04,-11.02
RFD,2014-01-07 20:54,1.04,-9.04
RFD,2014-01-07 21:54,1.04,-7.96
RFD,2014-01-07 22:54,-0.94,-9.04
RFD,2014-01-07 23:54,-2.92,-9.94
RFD,2014-01-08 00:54,-2.92,-9.94
RFD,2014-01-08 01:54,-5.98,-11.02
RFD,2014-01-08 02:54,-9.04,-13.00
RFD,2014-01-08 03:54,-7.06,-11.92
RFD,2014-01-08 04:54,-9.94,-14.98
RFD,2014-01-08 05:54,-9.94,-14.98
RFD,2014-01-08 06:54,-11.02,-16.96
RFD,2014-01-08 07:54,-11.92,-18.04
RFD,2014-01-08 08:54,-11.92,-18.04
RFD,2014-01-08 09:54,-11.02,-16.06
RFD,2014-01-08 10:54,-11.02,-16.06
RFD,2014-01-08 11:54,-13.00,-18.04
RFD,2014-01-08 12:54,-11.92,-16.06
RFD,2014-01-08 13:54,-11.02,-16.96
RFD,2014-01-08 14:54,-7.06,-11.02
RFD,2014-01-08 15:54,-2.92,-7.96
RFD,2014-01-08 16:54,3.92,-4.00
RFD,2014-01-08 17:54,5.00,-4.00
RFD,2014-01-08 18:54,6.98,-2.92
RFD,2014-01-08 19:54,8.96,-4.00
RFD,2014-01-08 20:54,8.06,-4.00
RFD,2014-01-08 21:54,6.98,-4.00
RFD,2014-01-08 22:54,5.00,-5.08
RFD,2014-01-08 23:54,3.02,-5.98
RFD,2014-01-09 00:54,1.04,-5.08
RFD,2014-01-09 01:54,-2.92,-7.96
RFD,2014-01-09 02:54,-5.98,-9.94
RFD,2014-01-09 03:54,-5.08,-11.02
RFD,2014-01-09 04:54,-9.04,-14.08
RFD,2014-01-09 05:54,-11.92,-16.96
RFD,2014-01-09 06:15,-11.20,-16.60
RFD,2014-01-09 06:54,-11.02,-16.06
RFD,2014-01-09 07:54,-11.02,-16.06
RFD,2014-01-09 08:54,-13.00,-18.04
RFD,2014-01-09 09:54,-11.02,-18.04
RFD,2014-01-09 10:54,-13.00,-18.94
RFD,2014-01-09 11:54,-13.00,-18.94
RFD,2014-01-09 12:54,-9.94,-16.06
RFD,2014-01-09 13:54,-7.96,-11.92
RFD,2014-01-09 14:27,-2.20,-7.60
RFD,2014-01-09 14:54,-0.04,-5.08
RFD,2014-01-09 15:30,3.20,-0.40
RFD,2014-01-09 15:54,3.92,1.04
RFD,2014-01-09 16:46,12.20,5.00
RFD,2014-01-09 16:54,12.02,5.00
RFD,2014-01-09 17:54,15.08,8.06
RFD,2014-01-09 18:54,17.96,10.94
RFD,2014-01-09 19:54,17.96,12.92
RFD,2014-01-09 20:29,17.60,14.00
RFD,2014-01-09 20:54,19.04,14.00
RFD,2014-01-09 21:34,19.40,15.80
RFD,2014-01-09 21:54,19.94,15.08
RFD,2014-01-09 22:08,19.40,15.80
RFD,2014-01-09 22:54,19.94,15.98
RFD,2014-01-09 23:26,21.20,17.60
RFD,2014-01-09 23:44,21.20,17.60
RFD,2014-01-09 23:54,21.02,17.06
RFD,2014-01-10 00:39,21.20,17.60
RFD,2014-01-10 00:54,21.92,17.96
RFD,2014-01-10 01:29,21.20,19.40
RFD,2014-01-10 01:39,21.20,19.40
RFD,2014-01-10 01:54,23.00,19.04
RFD,2014-01-10 02:49,23.00,19.40
RFD,2014-01-10 02:54,23.00,19.94
RFD,2014-01-10 03:08,23.00,19.40
RFD,2014-01-10 03:24,24.80,21.20
RFD,2014-01-10 03:54,24.08,21.02
RFD,2014-01-10 04:54,24.98,23.00
RFD,2014-01-10 05:05,24.80,23.00
RFD,2014-01-10 05:15,24.80,23.00
RFD,2014-01-10 05:54,24.98,23.00
RFD,2014-01-10 06:20,24.80,24.80
RFD,2014-01-10 06:54,26.06,24.08
RFD,2014-01-10 07:54,26.06,24.98
RFD,2014-01-10 07:56,26.60,24.80
RFD,2014-01-10 08:38,26.60,26.60
RFD,2014-01-10 08:54,26.96,26.06
RFD,2014-01-10 09:03,26.60,26.60
RFD,2014-01-10 09:54,28.04,26.96
RFD,2014-01-10 10:54,28.04,26.96
RFD,2014-01-10 11:54,28.94,28.04
RFD,2014-01-10 12:03,28.40,28.40
RFD,2014-01-10 12:29,28.40,28.40
RFD,2014-01-10 12:54,28.94,28.04
RFD,2014-01-10 13:03,28.40,28.40
RFD,2014-01-10 13:54,30.02,28.04
RFD,2014-01-10 14:09,30.20,28.40
RFD,2014-01-10 14:28,30.20,28.40
RFD,2014-01-10 14:54,30.02,28.94
RFD,2014-01-10 15:35,30.20,30.20
RFD,2014-01-10 15:54,30.92,30.02
RFD,2014-01-10 16:16,30.20,30.20
RFD,2014-01-10 16:54,32.00,30.92
RFD,2014-01-10 17:15,33.80,30.20
RFD,2014-01-10 17:39,33.80,30.20
RFD,2014-01-10 17:54,33.08,30.92
RFD,2014-01-10 18:54,33.08,32.00
RFD,2014-01-10 19:04,33.80,32.00
RFD,2014-01-10 19:29,33.80,32.00
RFD,2014-01-10 19:43,33.80,32.00
RFD,2014-01-10 19:54,33.98,32.00
RFD,2014-01-10 20:17,33.80,32.00
RFD,2014-01-10 20:43,33.80,33.80
RFD,2014-01-10 20:54,33.98,33.08
RFD,2014-01-10 21:18,35.60,33.80
RFD,2014-01-10 21:22,35.60,33.80
RFD,2014-01-10 21:30,35.60,33.80
RFD,2014-01-10 21:39,35.60,33.80
RFD,2014-01-10 21:42,33.80,33.80
RFD,2014-01-10 21:49,33.80,33.80
RFD,2014-01-10 21:54,33.98,33.08
RFD,2014-01-10 22:15,35.60,33.80
RFD,2014-01-10 22:47,35.60,33.80
RFD,2014-01-10 22:54,35.06,33.98
RFD,2014-01-10 23:54,35.96,35.06
RFD,2014-01-11 00:54,37.04,35.06
RFD,2014-01-11 01:54,37.04,35.96
RFD,2014-01-11 02:02,37.40,35.60
RFD,2014-01-11 02:54,35.96,35.96
RFD,2014-01-11 03:21,35.60,35.60
RFD,2014-01-11 03:39,35.60,35.60
RFD,2014-01-11 03:54,35.96,35.06
RFD,2014-01-11 04:54,35.96,35.06
RFD,2014-01-11 05:50,35.60,35.60
RFD,2014-01-11 05:54,35.06,35.06
RFD,2014-01-11 06:02,35.60,33.80
RFD,2014-01-11 06:10,33.80,33.80
RFD,2014-01-11 06:54,35.06,33.98
RFD,2014-01-11 07:14,35.60,35.60
RFD,2014-01-11 07:54,35.96,35.06
RFD,2014-01-11 08:54,35.96,35.06
RFD,2014-01-11 09:01,35.60,35.60
RFD,2014-01-11 09:54,35.06,33.98
RFD,2014-01-11 10:54,33.98,33.08
RFD,2014-01-11 11:17,33.80,33.80
RFD,2014-01-11 11:25,33.80,33.80
RFD,2014-01-11 11:54,33.08,32.00
RFD,2014-01-11 12:54,33.98,32.00
RFD,2014-01-11 13:25,33.80,30.20
RFD,2014-01-11 13:54,33.98,30.02
RFD,2014-01-11 14:54,33.08,28.94
RFD,2014-01-11 15:54,33.08,28.94
RFD,2014-01-11 16:54,33.08,28.04
RFD,2014-01-11 17:54,33.98,28.04
RFD,2014-01-11 18:06,33.80,28.40
RFD,2014-01-11 18:54,33.98,28.04
RFD,2014-01-11 19:54,33.98,26.96
RFD,2014-01-11 20:54,35.06,28.04
RFD,2014-01-11 21:54,33.98,28.04
RFD,2014-01-11 22:54,33.08,24.98
RFD,2014-01-11 23:54,32.00,26.06
RFD,2014-01-12 00:54,32.00,26.06
RFD,2014-01-12 01:54,30.92,26.06
RFD,2014-01-12 02:54,30.92,24.98
RFD,2014-01-12 03:34,30.20,26.60
RFD,2014-01-12 03:54,30.92,26.06
RFD,2014-01-12 04:14,30.20,24.80
RFD,2014-01-12 04:54,30.92,24.98
RFD,2014-01-12 05:54,30.02,24.08
RFD,2014-01-12 06:54,28.94,24.08
RFD,2014-01-12 07:54,28.04,23.00
RFD,2014-01-12 08:23,28.40,24.80
RFD,2014-01-12 08:54,28.04,24.98
RFD,2014-01-12 09:54,28.94,24.98
RFD,2014-01-12 10:54,28.94,24.98
RFD,2014-01-12 11:54,28.04,24.98
RFD,2014-01-12 12:48,28.40,24.80
RFD,2014-01-12 12:54,28.04,24.98
RFD,2014-01-12 13:38,26.60,24.80
RFD,2014-01-12 13:54,26.96,24.98
RFD,2014-01-12 14:54,28.04,24.98
RFD,2014-01-12 15:54,31.10,28.04
RFD,2014-01-12 16:54,33.08,28.94
RFD,2014-01-12 17:54,35.06,30.02
RFD,2014-01-12 18:54,35.96,30.02
RFD,2014-01-12 19:54,37.94,30.02
RFD,2014-01-12 20:54,37.04,30.92
RFD,2014-01-12 21:54,37.04,30.92
RFD,2014-01-12 22:54,37.04,30.92
RFD,2014-01-12 23:54,37.04,30.92
RFD,2014-01-13 00:54,37.04,32.00
RFD,2014-01-13 01:54,35.96,30.92
RFD,2014-01-13 02:54,35.96,30.92
RFD,2014-01-13 03:54,35.96,30.92
RFD,2014-01-13 04:54,35.96,30.92
RFD,2014-01-13 05:54,35.96,30.92
RFD,2014-01-13 06:54,33.08,30.02
RFD,2014-01-13 07:54,37.94,32.00
RFD,2014-01-13 08:54,33.98,30.02
RFD,2014-01-13 09:54,33.08,30.02
RFD,2014-01-13 10:54,33.98,30.92
RFD,2014-01-13 11:54,30.92,28.94
RFD,2014-01-13 12:54,28.94,26.96
RFD,2014-01-13 13:54,30.92,30.02
RFD,2014-01-13 14:54,33.08,30.92
RFD,2014-01-13 15:54,35.06,32.00
RFD,2014-01-13 16:54,39.02,30.92
RFD,2014-01-13 17:54,39.92,30.92
RFD,2014-01-13 18:54,41.00,30.92
RFD,2014-01-13 19:54,39.92,30.92
RFD,2014-01-13 20:54,37.94,30.02
RFD,2014-01-13 21:54,35.06,28.94
RFD,2014-01-13 22:54,33.08,26.96
RFD,2014-01-13 23:54,32.00,26.06
RFD,2014-01-14 00:54,30.92,23.00
RFD,2014-01-14 01:54,28.94,21.92
RFD,2014-01-14 02:54,28.04,21.92
RFD,2014-01-14 03:54,28.04,21.92
RFD,2014-01-14 04:54,24.98,19.94
RFD,2014-01-14 05:54,24.98,21.92
RFD,2014-01-14 06:54,24.98,21.92
RFD,2014-01-14 07:54,26.06,21.92
RFD,2014-01-14 08:54,24.98,21.92
RFD,2014-01-14 09:54,26.96,24.08
RFD,2014-01-14 10:54,26.96,23.00
RFD,2014-01-14 11:54,28.94,24.98
RFD,2014-01-14 12:54,30.02,24.98
RFD,2014-01-14 13:45,32.00,26.60
RFD,2014-01-14 13:54,32.00,26.06
RFD,2014-01-14 14:16,32.00,26.60
RFD,2014-01-14 14:25,32.00,28.40
RFD,2014-01-14 14:27,32.00,28.40
RFD,2014-01-14 14:36,32.00,30.20
RFD,2014-01-14 14:54,32.00,30.02
RFD,2014-01-14 15:02,32.00,30.20
RFD,2014-01-14 15:17,33.80,30.20
RFD,2014-01-14 15:30,33.80,30.20
RFD,2014-01-14 15:45,33.80,30.20
RFD,2014-01-14 15:54,33.98,32.00
RFD,2014-01-14 16:33,35.60,32.00
RFD,2014-01-14 16:54,35.96,30.92
RFD,2014-01-14 17:54,30.02,23.00
RFD,2014-01-14 18:54,28.94,21.92
RFD,2014-01-14 19:54,28.94,19.94
RFD,2014-01-14 20:54,28.04,19.94
RFD,2014-01-14 21:27,26.60,17.60
RFD,2014-01-14 21:54,26.96,17.06
RFD,2014-01-14 22:54,26.06,17.96
RFD,2014-01-14 23:54,24.98,17.06
RFD,2014-01-15 00:34,23.00,17.60
RFD,2014-01-15 00:54,23.00,17.06
RFD,2014-01-15 01:54,21.92,15.98
RFD,2014-01-15 02:07,21.20,15.80
RFD,2014-01-15 02:54,21.02,15.98
RFD,2014-01-15 03:36,21.20,15.80
RFD,2014-01-15 03:54,21.02,14.00
RFD,2014-01-15 04:48,19.40,14.00
RFD,2014-01-15 04:54,19.94,12.92
RFD,2014-01-15 05:02,19.40,12.20
RFD,2014-01-15 05:54,17.96,12.02
RFD,2014-01-15 06:41,17.60,10.40
RFD,2014-01-15 06:54,17.06,10.94
RFD,2014-01-15 07:54,15.98,10.04
RFD,2014-01-15 08:39,15.80,8.60
RFD,2014-01-15 08:54,15.08,8.96
RFD,2014-01-15 09:54,12.92,6.98
RFD,2014-01-15 10:54,12.02,6.08
RFD,2014-01-15 11:54,10.04,5.00
RFD,2014-01-15 12:02,10.40,5.00
RFD,2014-01-15 12:54,12.02,6.08
RFD,2014-01-15 13:54,12.02,6.08
RFD,2014-01-15 14:54,12.02,6.08
RFD,2014-01-15 15:54,12.92,6.08
RFD,2014-01-15 16:54,12.92,6.08
RFD,2014-01-15 17:54,12.92,5.00
RFD,2014-01-15 18:34,14.00,5.00
RFD,2014-01-15 18:54,14.00,5.00
RFD,2014-01-15 19:54,15.08,5.00
RFD,2014-01-15 20:54,15.08,5.00
RFD,2014-01-15 21:54,14.00,5.00
RFD,2014-01-15 22:54,12.92,3.92
RFD,2014-01-15 23:54,12.02,3.92
RFD,2014-01-16 00:54,12.02,5.00
RFD,2014-01-16 01:54,12.92,6.08
RFD,2014-01-16 02:54,15.08,8.96
RFD,2014-01-16 03:54,17.96,10.94
RFD,2014-01-16 04:54,19.04,12.02
RFD,2014-01-16 05:54,19.94,12.92
RFD,2014-01-16 05:58,19.40,14.00
RFD,2014-01-16 06:24,21.20,15.80
RFD,2014-01-16 06:44,21.20,15.80
RFD,2014-01-16 06:54,21.92,15.08
RFD,2014-01-16 07:54,21.92,15.08
RFD,2014-01-16 08:54,24.08,15.08
RFD,2014-01-16 09:54,24.08,17.06
RFD,2014-01-16 10:54,24.98,19.04
RFD,2014-01-16 11:45,24.80,19.40
RFD,2014-01-16 11:54,24.98,21.02
RFD,2014-01-16 12:44,24.80,21.20
RFD,2014-01-16 12:54,24.98,21.02
RFD,2014-01-16 13:15,24.80,21.20
RFD,2014-01-16 13:37,24.80,21.20
RFD,2014-01-16 13:54,26.06,21.92
RFD,2014-01-16 14:54,26.96,24.08
RFD,2014-01-16 15:54,28.94,24.98
RFD,2014-01-16 16:45,30.20,26.60
RFD,2014-01-16 16:54,30.92,26.96
RFD,2014-01-16 17:04,30.20,26.60
RFD,2014-01-16 17:13,30.20,28.40
RFD,2014-01-16 17:43,32.00,28.40
RFD,2014-01-16 17:54,32.00,28.04
RFD,2014-01-16 18:12,33.80,28.40
RFD,2014-01-16 18:54,33.98,28.94
RFD,2014-01-16 19:24,33.80,30.20
RFD,2014-01-16 19:36,33.80,30.20
RFD,2014-01-16 19:54,33.08,30.92
RFD,2014-01-16 19:56,33.80,30.20
RFD,2014-01-16 20:06,33.80,30.20
RFD,2014-01-16 20:17,33.80,30.20
RFD,2014-01-16 20:34,33.80,30.20
RFD,2014-01-16 20:54,33.98,30.02
RFD,2014-01-16 21:05,33.80,28.40
RFD,2014-01-16 21:07,33.80,28.40
RFD,2014-01-16 21:15,32.00,26.60
RFD,2014-01-16 21:26,30.20,26.60
RFD,2014-01-16 21:54,30.92,24.08
RFD,2014-01-16 22:46,28.40,19.40
RFD,2014-01-16 22:54,28.04,17.96
RFD,2014-01-16 23:54,24.08,12.02
RFD,2014-01-17 00:54,21.92,10.94
RFD,2014-01-17 01:54,19.04,10.04
RFD,2014-01-17 02:54,17.96,8.06
RFD,2014-01-17 03:54,15.98,8.06
RFD,2014-01-17 04:54,14.00,6.98
RFD,2014-01-17 05:54,14.00,6.08
RFD,2014-01-17 06:54,12.92,5.00
RFD,2014-01-17 07:54,12.02,5.00
RFD,2014-01-17 08:54,12.02,5.00
RFD,2014-01-17 09:54,12.02,1.94
RFD,2014-01-17 10:54,10.04,3.02
RFD,2014-01-17 11:54,8.96,1.04
RFD,2014-01-17 13:54,6.08,-0.94
RFD,2014-01-17 14:54,8.06,-0.04
RFD,2014-01-17 15:54,12.02,3.92
RFD,2014-01-17 16:54,12.02,6.08
RFD,2014-01-17 17:17,12.20,6.80
RFD,2014-01-17 17:38,14.00,6.80
RFD,2014-01-17 17:54,14.00,6.98
RFD,2014-01-17 18:04,14.00,8.60
RFD,2014-01-17 18:54,14.00,8.06
RFD,2014-01-17 19:09,15.80,8.60
RFD,2014-01-17 19:20,15.80,8.60
RFD,2014-01-17 19:54,15.08,8.96
RFD,2014-01-17 20:54,15.98,10.04
RFD,2014-01-17 21:04,17.60,10.40
RFD,2014-01-17 21:54,17.06,10.04
RFD,2014-01-17 22:24,15.80,10.40
RFD,2014-01-17 22:54,15.98,10.04
RFD,2014-01-17 23:54,15.98,10.04
RFD,2014-01-18 00:54,15.98,8.06
RFD,2014-01-18 01:54,14.00,6.98
RFD,2014-01-18 02:54,12.92,6.08
RFD,2014-01-18 03:54,12.02,5.00
RFD,2014-01-18 04:54,12.02,3.92
RFD,2014-01-18 05:54,8.96,1.94
RFD,2014-01-18 06:54,6.98,1.94
RFD,2014-01-18 07:54,6.08,1.04
RFD,2014-01-18 08:54,6.08,1.04
RFD,2014-01-18 09:54,5.00,1.04
RFD,2014-01-18 10:54,5.00,1.04
RFD,2014-01-18 11:54,6.08,1.94
RFD,2014-01-18 12:54,8.96,3.92
RFD,2014-01-18 13:54,10.94,6.08
RFD,2014-01-18 14:54,12.92,8.06
RFD,2014-01-18 15:27,14.00,8.60
RFD,2014-01-18 15:45,14.00,8.60
RFD,2014-01-18 15:54,14.00,10.04
RFD,2014-01-18 16:12,15.80,10.40
RFD,2014-01-18 16:54,15.98,12.92
RFD,2014-01-18 17:34,17.60,12.20
RFD,2014-01-18 17:54,17.06,12.92
RFD,2014-01-18 18:33,17.60,14.00
RFD,2014-01-18 18:54,17.96,14.00
RFD,2014-01-18 19:54,19.04,15.08
RFD,2014-01-18 20:11,19.40,15.80
RFD,2014-01-18 20:44,19.40,15.80
